Competitors,Founded,Headquarters,Industry,Name,Now known as,Overview URL,Part of,Revenue,Size,Type,Website
"Peet's, Starbucks",1963,"Los Angeles, CA",Casual Restaurants,The Coffee Bean & Tea Leaf,,"https://www.glassdoor.com/Overview/Working-at-The-Coffee-Bean-and-Tea-Leaf-EI_IE15816.11,39.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Private,www.coffeebean.com
,1986,"Phoenix, AZ",Pet & Pet Supplies Stores,PetSmart,,"https://www.glassdoor.com/Overview/Working-at-PetSmart-EI_IE2375.11,19.htm",,$5 to $10 billion (USD) per year,10000+ employees,Company - Private,www.petsmart.com
Unknown,1891,"Pasadena, CA",Colleges & Universities,Caltech (California),,"https://www.glassdoor.com/Overview/Working-at-Caltech-California-EI_IE22139.11,29.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,College / University,www.caltech.edu
"Cheesecake Factory, California Pizza Kitchen, Carlson Restaurants",1978,"Huntington Beach, CA",Casual Restaurants,BJ's Restaurants,,"https://www.glassdoor.com/Overview/Working-at-BJ-s-Restaurants-EI_IE6490.11,27.htm",,$500 million to $1 billion (USD) per year,10000+ employees,Company - Public (BJRI),www.bjsrestaurants.com
,2004,"Santa Clara, CA",Enterprise Software & Network Solutions,ServiceNow,,"https://www.glassdoor.com/Overview/Working-at-ServiceNow-EI_IE403326.11,21.htm",,$1 to $2 billion (USD) per year,5001 to 10000 employees,Company - Public (NOW),www.servicenow.com
Unknown,1975,"Foothill Ranch, CA",Consumer Products Manufacturing,Oakley,,"https://www.glassdoor.com/Overview/Working-at-Oakley-EI_IE4223.11,17.htm",Luxottica,$1 to $2 billion (USD) per year,1001 to 5000 employees,Subsidiary or Business Segment,www.oakley.com
"Cedar Fair, SeaWorld Parks & Entertainment, Herschend Entertainment",1961,"Grand Prairie, TX","Museums, Zoos & Amusement Parks",Six Flags,,"https://www.glassdoor.com/Overview/Working-at-Six-Flags-EI_IE6021.11,20.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Public (SIX),www.sixflagsjobs.com
Unknown,2001,"Ontario, CA",Health Care Services & Hospitals,Prime Healthcare Services,,"https://www.glassdoor.com/Overview/Working-at-Prime-Healthcare-Services-EI_IE427769.11,36.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Private,www.primehealthcare.com
,1935,"West Sacramento, CA",Grocery Stores & Supermarkets,Raley's,,"https://www.glassdoor.com/Overview/Working-at-Raley-s-EI_IE2950.11,18.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Private,www.raleys.com
Unknown,Unknown,"Chesapeake, VA",Unknown,Dollar Tree,,"https://www.glassdoor.com/Overview/Working-at-Dollar-Tree-EI_IE4033.11,22.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (DLTR),www.dollartree.com
,1939,"Boise, ID",Grocery Stores & Supermarkets,Albertsons Companies,,"https://www.glassdoor.com/Overview/Working-at-Albertsons-Companies-EI_IE22.11,31.htm",,$10+ billion (USD) per year,10000+ employees,Company - Private,www.albertsonscompanies.com
Unknown,1981,"Los Angeles, CA","Department, Clothing, & Shoe Stores",Guess?,,"https://www.glassdoor.com/Overview/Working-at-Guess-EI_IE3209.11,16.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Public (GES),www.guess.com
,1999,"San Diego, CA",Biotech & Pharmaceuticals,Dexcom,,"https://www.glassdoor.com/Overview/Working-at-Dexcom-EI_IE37983.11,17.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Public (DXCM),www.dexcom.com
"IBM, Ricoh",1906,"Norwalk, CT",IT Services,Xerox,,"https://www.glassdoor.com/Overview/Working-at-Xerox-EI_IE747.11,16.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (XRX),www.xerox.com
"RE/MAX, Berkshire Hathaway HomeServices, Redfin",1983,"Austin, TX",Real Estate,Keller Williams,,"https://www.glassdoor.com/Overview/Working-at-Keller-Williams-EI_IE114145.11,26.htm",,$100 to $500 million (USD) per year,201 to 500 employees,Company - Private,www.kw.com
,1993,"Redwood City, CA",Enterprise Software & Network Solutions,Informatica,,"https://www.glassdoor.com/Overview/Working-at-Informatica-EI_IE8797.11,22.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Private,www.informatica.com
Technicolor,1915,"Los Angeles, CA",Motion Picture Production & Distribution,Deluxe Entertainment,,"https://www.glassdoor.com/Overview/Working-at-Deluxe-Entertainment-EI_IE16884.11,31.htm",,Unknown / Non-Applicable,5001 to 10000 employees,Company - Private,www.bydeluxe.com
Unknown,1897,"San Diego, CA",Colleges & Universities,San Diego State University,,"https://www.glassdoor.com/Overview/Working-at-San-Diego-State-University-EI_IE5331.11,37.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,College / University,www.sdsu.edu
"Intel Corporation, NVIDIA, Qualcomm",1969,"Santa Clara, CA",Computer Hardware & Software,AMD,,"https://www.glassdoor.com/Overview/Working-at-AMD-EI_IE15.11,14.htm",,$2 to $5 billion (USD) per year,5001 to 10000 employees,Company - Public (AMD),www.amd.com
,1997,"Palo Alto, CA",Computer Hardware & Software,TIBCO Software,,"https://www.glassdoor.com/Overview/Working-at-TIBCO-Software-EI_IE6280.11,25.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Private,www.tibco.com
,1999,"Redwood City, CA",Internet,Shutterfly,,"https://www.glassdoor.com/Overview/Working-at-Shutterfly-EI_IE38329.11,21.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Public (SFLY),www.shutterflyinc.com
"Nursefinders, Genesis HealthCare",1988,"Columbia, MD",Health Care Services & Hospitals,Maxim Healthcare Services,,"https://www.glassdoor.com/Overview/Working-at-Maxim-Healthcare-Services-EI_IE18132.11,36.htm",,Unknown / Non-Applicable,10000+ employees,Company - Private,www.maximhealthcare.com
Unknown,1972,"Glendale, CA",Real Estate,Public Storage,,"https://www.glassdoor.com/Overview/Working-at-Public-Storage-EI_IE626.11,25.htm",,$2 to $5 billion (USD) per year,5001 to 10000 employees,Company - Public (PSA),www.publicstorage.com
,1998,"Santa Monica, CA","Health, Beauty, & Fitness",Beachbody,,"https://www.glassdoor.com/Overview/Working-at-Beachbody-EI_IE369072.11,20.htm",,$500 million to $1 billion (USD) per year,501 to 1000 employees,Company - Private,www.beachbody.com
"Pier 1 Imports, Pottery Barn, Crate and Barrel",1958,"Oakland, CA","Department, Clothing, & Shoe Stores",Cost Plus,,"https://www.glassdoor.com/Overview/Working-at-Cost-Plus-EI_IE3134.11,20.htm",,$500 million to $1 billion (USD) per year,5001 to 10000 employees,Company - Public,www.worldmarket.com
"Xilinx, Lattice Semiconductor",1983,"San Jose, CA",Electrical & Electronic Manufacturing,Altera,,"https://www.glassdoor.com/Overview/Working-at-Altera-EI_IE1112.11,17.htm",Intel Corporation,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Public (ALTR),www.altera.com
Unknown,Unknown,"Woodland Hills, CA",Insurance Carriers,Health Net,,"https://www.glassdoor.com/Overview/Working-at-Health-Net-EI_IE1233.11,21.htm",Centene,$10+ billion (USD) per year,5001 to 10000 employees,Company - Public (HNT),www.healthnet.com
"Walmart, Target, Amazon",1948,"Wayne, NJ",Toy & Hobby Stores,"Toys ""R"" Us",,"https://www.glassdoor.com/Overview/Working-at-Toys-R-Us-EI_IE672.11,20.htm",,$5 to $10 billion (USD) per year,10000+ employees,Company - Private,www.ruscareers.com
,1936,"Washington, DC",Insurance Carriers,GEICO,,"https://www.glassdoor.com/Overview/Working-at-GEICO-EI_IE270.11,16.htm",,$10+ billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.geico.careers
"Western Digital, Fujitsu, HGST",1979,"Cupertino, CA",Computer Hardware & Software,Seagate Technology,,"https://www.glassdoor.com/Overview/Working-at-Seagate-Technology-EI_IE1864.11,29.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (STX),www.seagate.com
Unknown,1965,"San Francisco, CA",Computer Hardware & Software,Dolby,,"https://www.glassdoor.com/Overview/Working-at-Dolby-EI_IE5570.11,16.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Public (DLB),www.dolby.com
Unknown,1980,"Corte Madera, CA",Home Furniture & Housewares Stores,Restoration Hardware,,"https://www.glassdoor.com/Overview/Working-at-Restoration-Hardware-EI_IE8200.11,31.htm",,$2 to $5 billion (USD) per year,1001 to 5000 employees,Company - Public (RH),www.rh.com
,2003,"San Francisco, CA",Computer Hardware & Software,DocuSign,,"https://www.glassdoor.com/Overview/Working-at-DocuSign-EI_IE307604.11,19.htm",,$500 million to $1 billion (USD) per year,1001 to 5000 employees,Company - Public (DOCU),www.docusign.com
,1979,"San Diego, CA",Computer Hardware & Software,Teradata,,"https://www.glassdoor.com/Overview/Working-at-Teradata-EI_IE14638.11,19.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Public (TDC),www.teradata.com
,1912,"Los Angeles, CA",Motion Picture Production & Distribution,Paramount Pictures,,"https://www.glassdoor.com/Overview/Working-at-Paramount-Pictures-EI_IE13273.11,29.htm",Viacom,$100 to $500 million (USD) per year,1001 to 5000 employees,Subsidiary or Business Segment,www.paramount.com
,1897,"Franklin Lakes, NJ",Health Care Products Manufacturing,BD,,"https://www.glassdoor.com/Overview/Working-at-BD-EI_IE88.11,13.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (BDX),www.bd.com
"Cvent, Epicor Software, Eventbrite",1999,"Dallas, TX",Computer Hardware & Software,Active Network,,"https://www.glassdoor.com/Overview/Working-at-Active-Network-EI_IE35165.11,25.htm",,$100 to $500 million (USD) per year,501 to 1000 employees,Unknown,www.activenetwork.com
,1959,"Philadelphia, PA",Building & Personnel Services,Aramark,,"https://www.glassdoor.com/Overview/Working-at-Aramark-EI_IE2716.11,18.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (ARMK),www.aramark.com
,1960,"Ann Arbor, MI",Fast-Food & Quick-Service Restaurants,Domino's,,"https://www.glassdoor.com/Overview/Working-at-Domino-s-EI_IE2770.11,19.htm",,$1 to $2 billion (USD) per year,10000+ employees,Company - Public (DPZ),jobs.dominos.com
Unknown,1970,"Philadelphia, PA","Department, Clothing, & Shoe Stores",Urban Outfitters,,"https://www.glassdoor.com/Overview/Working-at-Urban-Outfitters-EI_IE2372.11,27.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Public (URBN),www.urbanoutfitters.com
,1977,"Calabasas, CA",Home Centers & Hardware Stores,Harbor Freight Tools,,"https://www.glassdoor.com/Overview/Working-at-Harbor-Freight-Tools-EI_IE241635.11,31.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Private,www.harborfreightjobs.com
,1964,"Glendale, CA",Staffing & Outsourcing,AppleOne,,"https://www.glassdoor.com/Overview/Working-at-AppleOne-EI_IE12526.11,19.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Private,www.appleone.com
Unknown,2003,"San Francisco, CA",Computer Hardware & Software,Demandforce,,"https://www.glassdoor.com/Overview/Working-at-Demandforce-EI_IE264777.11,22.htm",Internet Brands,$10 to $25 million (USD) per year,201 to 500 employees,Subsidiary or Business Segment,www.demandforce.com
Unknown,1973,"Memphis, TN",Express Delivery Services,FedEx,,"https://www.glassdoor.com/Overview/Working-at-FedEx-EI_IE246.11,16.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (FDX),www.fedex.com
,1967,"Secaucus, NJ",Health Care Services & Hospitals,Quest Diagnostics,,"https://www.glassdoor.com/Overview/Working-at-Quest-Diagnostics-EI_IE6655.11,28.htm",,$5 to $10 billion (USD) per year,10000+ employees,Company - Public (DGX),QuestDiagnostics.com
Unknown,1936,"San Bernardino, CA",Grocery Stores & Supermarkets,Stater Bros.,,"https://www.glassdoor.com/Overview/Working-at-Stater-Bros-EI_IE2992.11,22.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Private,www.staterbros.com
Unknown,Unknown,"San Francisco, CA",Social Assistance,San Francisco In-Home Supportive Services Public Authority,,"https://www.glassdoor.com/Overview/Working-at-San-Francisco-In-Home-Supportive-Services-Public-Authority-EI_IE755373.11,69.htm",,Unknown / Non-Applicable per year,1001 to 5000 employees,Nonprofit Organization,www.sfihsspa.org
,2016,"Stamford, CT","Cable, Internet & Telephone Providers",Spectrum,,"https://www.glassdoor.com/Overview/Working-at-Spectrum-EI_IE1500006.11,19.htm",,Unknown / Non-Applicable,Unknown,Subsidiary or Business Segment,jobs.spectrum.com
"Marriott International, Hilton, Starwood Hotels & Resorts",1957,"Chicago, IL","Hotels, Motels, & Resorts",Hyatt,,"https://www.glassdoor.com/Overview/Working-at-Hyatt-EI_IE2839.11,16.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Public (H),www.hyatt.com
,1939,"Palo Alto, CA",Computer Hardware & Software,HP Inc.,,"https://www.glassdoor.com/Overview/Working-at-HP-Inc-EI_IE1093161.11,17.htm",,Unknown / Non-Applicable,10000+ employees,Company - Public (HPQ),www.hp.com
,1958,"Irvine, CA",Health Care Products Manufacturing,Edwards Lifesciences,,"https://www.glassdoor.com/Overview/Working-at-Edwards-Lifesciences-EI_IE11809.11,31.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Public (EW),www.edwards.com
"Copaco, Tech Data, COMPAREX",1979,"Irvine, CA",Computer Hardware & Software,Ingram Micro,,"https://www.glassdoor.com/Overview/Working-at-Ingram-Micro-EI_IE5794.11,23.htm",,$10+ billion (USD) per year,10000+ employees,Company - Private,www.ingrammicro.com
,1958,"Plano, TX",Fast-Food & Quick-Service Restaurants,Pizza Hut,,"https://www.glassdoor.com/Overview/Working-at-Pizza-Hut-EI_IE10090.11,20.htm",Yum!,$5 to $10 billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.pizzahut.com
"Sweetwater, Fender Musical Instruments, Sam Ash Music",1959,"Westlake Village, Los Angeles, CA",Consumer Electronics & Appliances Stores,Guitar Center,,"https://www.glassdoor.com/Overview/Working-at-Guitar-Center-EI_IE6704.11,24.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Private,www.guitarcenter.com
,2013,"San Francisco, CA",Enterprise Software & Network Solutions,Zenefits,,"https://www.glassdoor.com/Overview/Working-at-Zenefits-EI_IE820238.11,19.htm",,$50 to $100 million (USD) per year,501 to 1000 employees,Company - Private,www.zenefits.com
Unknown,1965,"Santa Ana, CA",Security Services,Universal Protection Service,Allied Universal,"https://www.glassdoor.com/Overview/Working-at-Universal-Protection-Service-EI_IE250335.11,39.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Private,www.universalpro.com
Unknown,1899,"San Francisco, CA",Colleges & Universities,SF State University,,"https://www.glassdoor.com/Overview/Working-at-SF-State-University-EI_IE27375.11,30.htm",,$10 to $25 million (USD) per year,1001 to 5000 employees,College / University,www.sfsu.edu
Unknown,1920,"Leawood, KS",Movie Theaters,AMC Entertainment,,"https://www.glassdoor.com/Overview/Working-at-AMC-Entertainment-EI_IE758.11,28.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Public (AMC),www.amctheatres.com
Unknown,1991,"Boca Raton, FL",Consulting,PRO Unlimited,,"https://www.glassdoor.com/Overview/Working-at-PRO-Unlimited-EI_IE30216.11,24.htm",,$500 million to $1 billion (USD) per year,1001 to 5000 employees,Company - Private,www.prounlimited.com
Unknown,2002,"Reynoldsburg, OH",Beauty & Personal Accessories Stores,Bath & Body Works,,"https://www.glassdoor.com/Overview/Working-at-Bath-and-Body-Works-EI_IE13902.11,30.htm",L Brands,$2 to $5 billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.bathandbodyworks.com
"Booz Allen Hamilton, CACI International",2013,"Reston, VA",Enterprise Software & Network Solutions,SAIC,,"https://www.glassdoor.com/Overview/Working-at-SAIC-EI_IE41130.11,15.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Public (SAIC),www.saic.com
Unknown,1992,"Philadelphia, PA","Department, Clothing, & Shoe Stores",Anthropologie,,"https://www.glassdoor.com/Overview/Working-at-Anthropologie-EI_IE241754.11,24.htm",Urban Outfitters,$1 to $2 billion (USD) per year,5001 to 10000 employees,Subsidiary or Business Segment,www.anthropologie.com
Unknown,1940,"San Luis Obispo, CA",Colleges & Universities,CAL POLY,,"https://www.glassdoor.com/Overview/Working-at-CAL-POLY-EI_IE32744.11,19.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,College / University,www.calpoly.edu
,1994,"Irvine, CA",Health Care Services & Hospitals,Pacific Dental Services,,"https://www.glassdoor.com/Overview/Working-at-Pacific-Dental-Services-EI_IE33144.11,34.htm",,$1 to $2 billion (USD) per year,10000+ employees,Company - Private,www.pacificdentalservices.com
Unknown,2004,"Sunnyvale, CA",Computer Hardware & Software,Amazon Lab126,,"https://www.glassdoor.com/Overview/Working-at-Amazon-Lab126-EI_IE267709.11,24.htm",Amazon,$50 to $100 million (USD) per year,1001 to 5000 employees,Subsidiary or Business Segment,www.lab126.com
Unknown,1971,"Union, NJ",Home Furniture & Housewares Stores,Bed Bath & Beyond,,"https://www.glassdoor.com/Overview/Working-at-Bed-Bath-and-Beyond-EI_IE1961.11,30.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (BBBY),www.bedbathandbeyond.com
,1820,"New York, NY",Brokerage Services,Merrill Lynch,,"https://www.glassdoor.com/Overview/Working-at-Merrill-Lynch-EI_IE440.11,24.htm",,$10+ billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.ml.com
,1935,"Brea, CA",Health Care Products Manufacturing,Beckman Coulter,,"https://www.glassdoor.com/Overview/Working-at-Beckman-Coulter-EI_IE87.11,26.htm",Danaher,$2 to $5 billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.beckmancoulter.com
Unknown,1955,"El Segundo, CA",Sporting Goods Stores,Big 5 Sporting Goods,,"https://www.glassdoor.com/Overview/Working-at-Big-5-Sporting-Goods-EI_IE5635.11,31.htm",,$1 to $2 billion (USD) per year,5001 to 10000 employees,Company - Public (BGFV),www.big5sportinggoods.com
,1994,"Denver, CO",Health Care Services & Hospitals,DaVita,,"https://www.glassdoor.com/Overview/Working-at-DaVita-EI_IE5367.11,17.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (DVA),www.davita.com
"MD Anderson Cancer Center, Memorial Sloan Kettering, UCLA Health",1913,"Duarte, CA",Health Care Services & Hospitals,City of Hope,,"https://www.glassdoor.com/Overview/Working-at-City-of-Hope-EI_IE17357.11,23.htm",,$100 to $500 million (USD) per year,5001 to 10000 employees,Nonprofit Organization,www.cityofhope.org
,2007,"San Francisco, CA",Computer Hardware & Software,Dropbox,,"https://www.glassdoor.com/Overview/Working-at-Dropbox-EI_IE415350.11,18.htm",,Unknown / Non-Applicable,1001 to 5000 employees,Company - Private,www.dropbox.com
Unknown,1997,"New York, NY",Aerospace & Defense,L3 Technologies,,"https://www.glassdoor.com/Overview/Working-at-L3-Technologies-EI_IE10080.11,26.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (LLL),www.l3t.com
,2006,"Santa Barbara, CA",Computer Hardware & Software,AppFolio,,"https://www.glassdoor.com/Overview/Working-at-AppFolio-EI_IE225531.11,19.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Public (APPF),www.appfolioinc.com
Unknown,Unknown,"Temecula, CA",Health Care Products Manufacturing,Abbott Vascular,,"https://www.glassdoor.com/Overview/Working-at-Abbott-Vascular-EI_IE195772.11,26.htm",,Unknown / Non-Applicable per year,201 to 500 employees,Subsidiary or Business Segment,www.abbottvascular.com
,1997,"Pleasanton, CA",Computer Hardware & Software,Ellie Mae,,"https://www.glassdoor.com/Overview/Working-at-Ellie-Mae-EI_IE260441.11,20.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Public (ELLI),www.elliemae.com
Unknown,Unknown,"Universal City, CA",Motion Picture Production & Distribution,Universal Studios,,"https://www.glassdoor.com/Overview/Working-at-Universal-Studios-EI_IE4200.11,28.htm",NBCUniversal,$500 million to $1 billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.universalstudios.com
,2000,"San Francisco, CA",Ticket Sales,StubHub,,"https://www.glassdoor.com/Overview/Working-at-StubHub-EI_IE21959.11,18.htm",,$500 million to $1 billion (USD) per year,1001 to 5000 employees,Subsidiary or Business Segment,www.stubhub.com
Unknown,2004,"Chandler, AZ",Colleges & Universities,Zovio,,"https://www.glassdoor.com/Overview/Working-at-Zovio-EI_IE32643.11,16.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Public (ZVO),www.zovio.com
,1995,"Sunnyvale, CA",Health Care Products Manufacturing,Intuitive Surgical,,"https://www.glassdoor.com/Overview/Working-at-Intuitive-Surgical-EI_IE8090.11,29.htm",,$2 to $5 billion (USD) per year,1001 to 5000 employees,Company - Public (ISRG),www.intuitive.com
Unknown,1986,"Lake Forest, CA",Aerospace & Defense,Panasonic Avionics Corporation,,"https://www.glassdoor.com/Overview/Working-at-Panasonic-Avionics-Corporation-EI_IE18894.11,41.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Subsidiary or Business Segment,www.panasonic.aero
Unknown,1870,"Charlotte, NC",Aerospace & Defense,UTC Aerospace Systems,Collins Aerospace,"https://www.glassdoor.com/Overview/Working-at-UTC-Aerospace-Systems-EI_IE629561.11,32.htm",,$10+ billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.utcaerospacesystems.com
"RealPage, Entrata, AppFolio",1982,"Santa Barbara, CA",Computer Hardware & Software,Yardi Systems,,"https://www.glassdoor.com/Overview/Working-at-Yardi-Systems-EI_IE31057.11,24.htm",,$500 million to $1 billion (USD) per year,5001 to 10000 employees,Company - Private,www.yardi.com
"Vivint Solar, SunPower, Tesla",2007,"San Francisco, CA",Energy,Sunrun,,"https://www.glassdoor.com/Overview/Working-at-Sunrun-EI_IE384876.11,17.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Public (RUN),www.sunrun.com
Unknown,1982,"Commerce, CA",General Merchandise & Superstores,99 Cents Only,,"https://www.glassdoor.com/Overview/Working-at-99-Cents-Only-EI_IE5975.11,24.htm",,$1 to $2 billion (USD) per year,10000+ employees,Company - Private,www.99only.com
,2005,"Redwood City, CA",Computer Hardware & Software,Box,,"https://www.glassdoor.com/Overview/Working-at-Box-EI_IE254092.11,14.htm",,$500 million to $1 billion (USD) per year,1001 to 5000 employees,Company - Public (BOX),www.box.com
,2008,"San Francisco, CA",Enterprise Software & Network Solutions,AppDynamics,,"https://www.glassdoor.com/Overview/Working-at-AppDynamics-EI_IE319551.11,22.htm",Cisco Systems,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Public,www.appdynamics.com
,1992,"San Francisco, CA",TV Broadcast & Cable Networks,CBS Interactive,,"https://www.glassdoor.com/Overview/Working-at-CBS-Interactive-EI_IE40687.11,26.htm",CBS,$500 million to $1 billion (USD) per year,1001 to 5000 employees,Subsidiary or Business Segment,www.cbsinteractive.com
,2007,"Santa Monica, CA",TV Broadcast & Cable Networks,Hulu,,"https://www.glassdoor.com/Overview/Working-at-Hulu-EI_IE43242.11,15.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Private,www.hulu.com
"adidas, Under Armour, lululemon",1972,"Beaverton, OR",Consumer Products Manufacturing,NIKE,,"https://www.glassdoor.com/Overview/Working-at-NIKE-EI_IE1699.11,15.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (NKE),jobs.nike.com
"Best Buy, Walmart",1921,"Fort Worth, TX",Consumer Electronics & Appliances Stores,RadioShack,,"https://www.glassdoor.com/Overview/Working-at-RadioShack-EI_IE641.11,21.htm",,Unknown / Non-Applicable,5001 to 10000 employees,Company - Private,www.radioshack.com
,1943,"Conshohocken, PA",Home Furniture & Housewares Stores,IKEA,,"https://www.glassdoor.com/Overview/Working-at-IKEA-EI_IE3957.11,15.htm",,Unknown / Non-Applicable,10000+ employees,Company - Private,www.seeacareerwithus.com
,2012,"San Ramon, CA",Enterprise Software & Network Solutions,GE Digital,,"https://www.glassdoor.com/Overview/Working-at-GE-Digital-EI_IE714224.11,21.htm",GE,$2 to $5 billion (USD) per year,1001 to 5000 employees,Company - Public (GE),www.ge.com/digital
,1997,"San Jose, CA",Computer Hardware & Software,TiVo,,"https://www.glassdoor.com/Overview/Working-at-TiVo-EI_IE9368.11,15.htm",,$500 million to $1 billion (USD) per year,1001 to 5000 employees,Company - Public (TIVO),www.tivo.com
,1985,"San Francisco, CA",Banks & Credit Unions,First Republic Bank,,"https://www.glassdoor.com/Overview/Working-at-First-Republic-Bank-EI_IE859.11,30.htm",,$10+ billion (USD) per year,1001 to 5000 employees,Company - Public (FRC),www.firstrepublic.com
Unknown,2007,"El Segundo, CA",Grocery Stores & Supermarkets,Fresh and Easy,,"https://www.glassdoor.com/Overview/Working-at-Fresh-and-Easy-EI_IE245597.11,25.htm",Yucaipa,Unknown / Non-Applicable,1001 to 5000 employees,Company - Private,www.freshandeasy.com
,1999,"Irvine, CA",Staffing & Outsourcing,Alorica,,"https://www.glassdoor.com/Overview/Working-at-Alorica-EI_IE17814.11,18.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Private,www.alorica.com
Unknown,1982,"Irvine, CA","Department, Clothing, & Shoe Stores",Tillys,,"https://www.glassdoor.com/Overview/Working-at-Tillys-EI_IE235867.11,17.htm",,$500 million to $1 billion (USD) per year,1001 to 5000 employees,Company - Public (TLYS),www.tillys.com
,1999,"San Francisco, CA",Insurance Carriers,Esurance,,"https://www.glassdoor.com/Overview/Working-at-Esurance-EI_IE39775.11,19.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Subsidiary or Business Segment,www.esurance.com
,1993,"San Jose, CA",Computer Hardware & Software,"Super Micro Computer, Inc. (Supermicro)",,"https://www.glassdoor.com/Overview/Working-at-Super-Micro-Computer-Inc-Supermicro-EI_IE7993.11,46.htm",,$2 to $5 billion (USD) per year,1001 to 5000 employees,Company - Public (SMCI),www.supermicro.com
,1965,"San Francisco, CA",Architectural & Engineering Services,Gensler,,"https://www.glassdoor.com/Overview/Working-at-Gensler-EI_IE14045.11,18.htm",,$1 to $2 billion (USD) per year,5001 to 10000 employees,Company - Private,www.gensler.com
,2007,"Atlanta, GA",Construction,HD Supply,,"https://www.glassdoor.com/Overview/Working-at-HD-Supply-EI_IE19909.11,20.htm",,$5 to $10 billion (USD) per year,10000+ employees,Company - Public (HDS),www.hdsupply.com
"Ace Hardware, The Home Depot, Lowe's",1931,"San Jose, CA",Home Centers & Hardware Stores,Orchard Supply Hardware,,"https://www.glassdoor.com/Overview/Working-at-Orchard-Supply-Hardware-EI_IE19102.11,34.htm",,$1 to $2 billion (USD) per year,5001 to 10000 employees,Subsidiary or Business Segment,www.osh.com
,1994,"Santa Ana, CA",K-12 Education,Think Together,,"https://www.glassdoor.com/Overview/Working-at-Think-Together-EI_IE399340.11,25.htm",,$25 to $50 million (USD) per year,1001 to 5000 employees,Nonprofit Organization,www.thinktogether.org
,1988,"Mountain View, CA",Computer Hardware & Software,Samsung Research America,,"https://www.glassdoor.com/Overview/Working-at-Samsung-Research-America-EI_IE295294.11,35.htm",Samsung Electronics America,$50 to $100 million (USD) per year,1001 to 5000 employees,Subsidiary or Business Segment,www.sra.samsung.com
,2002,"Knoxville, TN",Sports & Recreation,Regal,,"https://www.glassdoor.com/Overview/Working-at-Regal-EI_IE14917.11,16.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Private,www.regmovies.com/about-regal/job-opportunities
,1990,"Daly City, CA",Computer Hardware & Software,Genesys,,"https://www.glassdoor.com/Overview/Working-at-Genesys-EI_IE10078.11,18.htm",,$1 to $2 billion (USD) per year,5001 to 10000 employees,Company - Private,www.genesys.com
